i,j,label_i,label_j,pearson,spearman,signed_diff,absdiff,signed_ratio,abs_ratio,mean_abs_strength,abs_dominance,sign_agreement,sign_relation
5,6,канал[5],канал[6],0.9965254256500983,0.9955285195285197,0.0009969061215785446,0.0009969061215785446,1.0010013837896383,1.0010013837896383,0.996026972589309,0.0009969061215785446,1.0,знак совпадает
5,7,канал[5],канал[7],0.9975026269315082,0.9970017970017973,0.0005008299297108998,0.0005008299297108998,1.0005023360351175,1.0005023360351175,0.9972522119666527,0.0005008299297108998,1.0,знак совпадает
5,8,канал[5],канал[8],0.9967216702980147,0.996025392025392,0.0006962782726227523,0.0006962782726227523,1.0006990567491527,1.0006990567491527,0.9963735311617034,0.0006962782726227523,1.0,знак совпадает
5,9,канал[5],канал[9],0.996896588457956,0.9964940284940286,0.0004025599639274624,0.0004025599639274624,1.0004039762933008,1.0004039762933008,0.9966953084759923,0.0004025599639274624,1.0,знак совпадает
5,10,канал[5],канал[10],0.99673266171011,0.9956765636765639,0.0010560980335461156,0.0010560980335461156,1.0010606838325555,1.0010606838325555,0.9962046126933369,0.0010560980335461156,1.0,знак совпадает
5,11,канал[5],канал[11],0.9972569385522391,0.9964067524067526,0.0008501861454864867,0.0008501861454864867,1.0008532520915108,1.0008532520915108,0.9968318454794958,0.0008501861454864867,1.0,знак совпадает
5,12,канал[5],канал[12],0.9965888407746407,0.9957374157374159,0.0008514250372247956,0.0008514250372247956,1.0008550698444874,1.0008550698444874,0.9961631282560284,0.0008514250372247956,1.0,знак совпадает
5,13,канал[5],канал[13],0.9971519908208291,0.9963800523800526,0.0007719384407764984,0.0007719384407764984,1.000774742969746,1.000774742969746,0.9967660216004408,0.0007719384407764984,1.0,знак совпадает
5,14,канал[5],канал[14],0.9961810424717998,0.9954546834546835,0.0007263590171163736,0.0007263590171163736,1.000729675623802,1.000729675623802,0.9958178629632417,0.0007263590171163736,1.0,знак совпадает
5,15,канал[5],канал[15],0.9972066616013755,0.9967174087174088,0.0004892528839667287,0.0004892528839667287,1.0004908641904793,1.0004908641904793,0.9969620351593922,0.0004892528839667287,1.0,знак совпадает
5,16,канал[5],канал[16],0.9914034809312213,0.9880592440592442,0.0033442368719771576,0.0033442368719771576,1.003384652177574,1.003384652177574,0.9897313624952327,0.0033442368719771576,1.0,знак совпадает
5,17,канал[5],канал[17],0.991558531878649,0.9900253620253621,0.0015331698532868865,0.0015331698532868865,1.0015486167446765,1.0015486167446765,0.9907919469520055,0.0015331698532868865,1.0,знак совпадает
5,18,канал[5],канал[18],0.9908443136956439,0.9876756396756398,0.003168674020004092,0.003168674020004092,1.0032082131954219,1.0032082131954219,0.9892599766856418,0.003168674020004092,1.0,знак совпадает
5,19,канал[5],канал[19],-0.11993782509390644,-0.11964207564207566,-0.00029574945183077905,0.00029574945183077905,1.0024719518634526,1.0024719518634526,0.11978995036799105,0.00029574945183077905,1.0,знак совпадает
6,7,канал[6],канал[7],0.9969431350933593,0.9961991401991405,0.0007439948942188357,0.0007439948942188357,1.000746833503661,1.000746833503661,0.9965711376462498,0.0007439948942188357,1.0,знак совпадает
6,8,канал[6],канал[8],0.9969332730236123,0.9960753240753241,0.0008579489482882785,0.0008579489482882785,1.0008613293869966,1.0008613293869966,0.9965042985494682,0.0008579489482882785,1.0,знак совпадает
6,9,канал[6],канал[9],0.9960195882166084,0.9952689832689834,0.0007506049476250221,0.0007506049476250221,1.0007541729524814,1.0007541729524814,0.9956442857427958,0.0007506049476250221,1.0,знак совпадает
6,10,канал[6],канал[10],0.9963839467332797,0.9954565314565316,0.0009274152767481114,0.0009274152767481114,1.0009316481909976,1.0009316481909976,0.9959202390949056,0.0009274152767481114,1.0,знак совпадает
6,11,канал[6],канал[11],0.996470979834109,0.9957873717873718,0.0006836080467372829,0.0006836080467372829,1.000686500016073,1.000686500016073,0.9961291758107405,0.0006836080467372829,1.0,знак совпадает
6,12,канал[6],канал[12],0.9968753106310271,0.9962365322365324,0.0006387783944946657,0.0006387783944946657,1.0006411914980278,1.0006411914980278,0.9965559214337798,0.0006387783944946657,1.0,знак совпадает
6,13,канал[6],канал[13],0.9960555872278344,0.9954573234573235,0.0005982637705108651,0.0005982637705108651,1.0006009938913634,1.0006009938913634,0.995756455342579,0.0005982637705108651,1.0,знак совпадает
6,14,канал[6],канал[14],0.9966484126679976,0.9960915240915242,0.0005568885764734022,0.0005568885764734022,1.000559073702571,1.000559073702571,0.9963699683797609,0.0005568885764734022,1.0,знак совпадает
6,15,канал[6],канал[15],0.9965861664425217,0.9957523437523437,0.0008338226901780654,0.0008338226901780654,1.0008373795908287,1.0008373795908287,0.9961692550974327,0.0008338226901780654,1.0,знак совпадает
6,16,канал[6],канал[16],0.9910911486982195,0.9883895923895925,0.0027015563086270067,0.0027015563086270067,1.0027332909304474,1.0027332909304474,0.989740370543906,0.0027015563086270067,1.0,знак совпадает
6,17,канал[6],канал[17],0.9912093782386503,0.9893592053592054,0.001850172879444889,0.001850172879444889,1.0018700719308242,1.0018700719308242,0.9902842917989279,0.001850172879444889,1.0,знак совпадает
6,18,канал[6],канал[18],0.990679213430493,0.9875114435114436,0.0031677699190494346,0.0031677699190494346,1.0032078310989343,1.0032078310989343,0.9890953284709683,0.0031677699190494346,1.0,знак совпадает
6,19,канал[6],канал[19],-0.103386407746985,-0.10444104844104844,0.0010546406940634412,0.0010546406940634412,0.9899020479992717,0.9899020479992717,0.10391372809401672,-0.0010546406940634412,1.0,знак совпадает
7,8,канал[7],канал[8],0.9976788542955883,0.996974568974569,0.0007042853210192934,0.0007042853210192934,1.0007064225537303,1.0007064225537303,0.9973267116350787,0.0007042853210192934,1.0,знак совпадает
